asn|vendor_id|sku_id|po_number|ordered_quantity|order_date|received_quantity|operation
asn7027||sku7027|po_7027|14054.5|2041-05-17|4218.2|INSERT
asn7028||sku7028|po_7028|14056.5|2041-05-18|4218.8|INSERT
asn7029||sku7029|po_7029|14058.5|2041-05-19|4219.4|INSERT
asn7030||sku7030|po_7030|14060.5|2041-05-20|4220|INSERT
asn7031||sku7031|po_7031|14062.5|2041-05-21|4220.6|INSERT
asn7032||sku7032|po_7032|14064.5|2041-05-22|4221.2|INSERT
asn7033||sku7033|po_7033|14066.5|2041-05-23|4221.8|INSERT
asn7034||sku7034|po_7034|14068.5|2041-05-24|4222.4|INSERT
asn7035||sku7035|po_7035|14070.5|2041-05-25|4223|INSERT
asn7036||sku7036|po_7036|14072.5|2041-05-26|4223.6|INSERT
asn7037||sku7037|po_7037|14074.5|2041-05-27|4224.2|INSERT
asn7038||sku7038|po_7038|14076.5|2041-05-28|4224.8|INSERT
asn7039||sku7039|po_7039|14078.5|2041-05-29|4225.4|INSERT
asn7040||sku7040|po_7040|14080.5|2041-05-30|4226|INSERT
asn7041||sku7041|po_7041|14082.5|2041-05-31|4226.6|INSERT
asn7042||sku7042|po_7042|14084.5|2041-06-01|4227.2|INSERT
asn7043||sku7043|po_7043|14086.5|2041-06-02|4227.8|INSERT
asn7044||sku7044|po_7044|14088.5|2041-06-03|4228.4|INSERT
asn7045||sku7045|po_7045|14090.5|2041-06-04|4229|INSERT
asn7046||sku7046|po_7046|14092.5|2041-06-05|4229.6|INSERT
asn7047||sku7047|po_7047|14094.5|2041-06-06|4230.2|INSERT
asn7048||sku7048|po_7048|14096.5|2041-06-07|4230.8|INSERT
asn7049||sku7049|po_7049|14098.5|2041-06-08|4231.4|INSERT
asn7050||sku7050|po_7050|14100.5|2041-06-09|4232|INSERT
asn7051||sku7051|po_7051|14102.5|2041-06-10|4232.6|INSERT
asn7052||sku7052|po_7052|14104.5|2041-06-11|4233.2|INSERT
asn7053||sku7053|po_7053|14106.5|2041-06-12|4233.8|INSERT
asn7054||sku7054|po_7054|14108.5|2041-06-13|4234.4|INSERT
asn7055||sku7055|po_7055|14110.5|2041-06-14|4235|INSERT
asn7056||sku7056|po_7056|14112.5|2041-06-15|4235.6|INSERT
asn7057||sku7057|po_7057|14114.5|2041-06-16|4236.2|INSERT
asn7058||sku7058|po_7058|14116.5|2041-06-17|4236.8|INSERT
asn7059||sku7059|po_7059|14118.5|2041-06-18|4237.4|INSERT
asn7060||sku7060|po_7060|14120.5|2041-06-19|4238|INSERT
asn7061||sku7061|po_7061|14122.5|2041-06-20|4238.6|INSERT
asn7062||sku7062|po_7062|14124.5|2041-06-21|4239.2|INSERT
asn7063||sku7063|po_7063|14126.5|2041-06-22|4239.8|INSERT
asn7064||sku7064|po_7064|14128.5|2041-06-23|4240.4|INSERT
asn7065||sku7065|po_7065|14130.5|2041-06-24|4241|INSERT
asn7066||sku7066|po_7066|14132.5|2041-06-25|4241.6|INSERT
asn7067||sku7067|po_7067|14134.5|2041-06-26|4242.2|INSERT
asn7068||sku7068|po_7068|14136.5|2041-06-27|4242.8|INSERT
asn7069||sku7069|po_7069|14138.5|2041-06-28|4243.4|INSERT
asn7070||sku7070|po_7070|14140.5|2041-06-29|4244|INSERT
asn7071||sku7071|po_7071|14142.5|2041-06-30|4244.6|INSERT
asn7072||sku7072|po_7072|14144.5|2041-07-01|4245.2|INSERT
asn7073||sku7073|po_7073|14146.5|2041-07-02|4245.8|INSERT
asn7074||sku7074|po_7074|14148.5|2041-07-03|4246.4|INSERT
asn7075||sku7075|po_7075|14150.5|2041-07-04|4247|INSERT
asn7076||sku7076|po_7076|14152.5|2041-07-05|4247.6|INSERT
asn7077||sku7077|po_7077|14154.5|2041-07-06|4248.2|INSERT
asn7078||sku7078|po_7078|14156.5|2041-07-07|4248.8|INSERT
asn7079||sku7079|po_7079|14158.5|2041-07-08|4249.4|INSERT
asn7080||sku7080|po_7080|14160.5|2041-07-09|4250|INSERT
asn7081||sku7081|po_7081|14162.5|2041-07-10|4250.6|INSERT
asn7082||sku7082|po_7082|14164.5|2041-07-11|4251.2|INSERT
asn7083||sku7083|po_7083|14166.5|2041-07-12|4251.8|INSERT
asn7084||sku7084|po_7084|14168.5|2041-07-13|4252.4|INSERT
asn7085||sku7085|po_7085|14170.5|2041-07-14|4253|INSERT
asn7086||sku7086|po_7086|14172.5|2041-07-15|4253.6|INSERT
asn7087||sku7087|po_7087|14174.5|2041-07-16|4254.2|INSERT
asn7088||sku7088|po_7088|14176.5|2041-07-17|4254.8|INSERT
asn7089||sku7089|po_7089|14178.5|2041-07-18|4255.4|INSERT
asn7090||sku7090|po_7090|14180.5|2041-07-19|4256|INSERT
asn7091||sku7091|po_7091|14182.5|2041-07-20|4256.6|INSERT
asn7092||sku7092|po_7092|14184.5|2041-07-21|4257.2|INSERT
asn7093||sku7093|po_7093|14186.5|2041-07-22|4257.8|INSERT
asn7094||sku7094|po_7094|14188.5|2041-07-23|4258.4|INSERT
asn7095||sku7095|po_7095|14190.5|2041-07-24|4259|INSERT
asn7096||sku7096|po_7096|14192.5|2041-07-25|4259.6|INSERT
asn7097||sku7097|po_7097|14194.5|2041-07-26|4260.2|INSERT
asn7098||sku7098|po_7098|14196.5|2041-07-27|4260.8|INSERT
asn7099||sku7099|po_7099|14198.5|2041-07-28|4261.4|INSERT
asn7100||sku7100|po_7100|14200.5|2041-07-29|4262|INSERT
asn7101||sku7101|po_7101|14202.5|2041-07-30|4262.6|INSERT
asn7102||sku7102|po_7102|14204.5|2041-07-31|4263.2|INSERT
asn7103||sku7103|po_7103|14206.5|2041-08-01|4263.8|INSERT
asn7104||sku7104|po_7104|14208.5|2041-08-02|4264.4|INSERT
asn7105||sku7105|po_7105|14210.5|2041-08-03|4265|INSERT
asn7106||sku7106|po_7106|14212.5|2041-08-04|4265.6|INSERT
asn7107||sku7107|po_7107|14214.5|2041-08-05|4266.2|INSERT
asn7108||sku7108|po_7108|14216.5|2041-08-06|4266.8|INSERT
asn7109||sku7109|po_7109|14218.5|2041-08-07|4267.4|INSERT
asn7110||sku7110|po_7110|14220.5|2041-08-08|4268|INSERT
asn7111||sku7111|po_7111|14222.5|2041-08-09|4268.6|INSERT
asn7112||sku7112|po_7112|14224.5|2041-08-10|4269.2|INSERT
asn7113||sku7113|po_7113|14226.5|2041-08-11|4269.8|INSERT
asn7114||sku7114|po_7114|14228.5|2041-08-12|4270.4|INSERT
asn7115||sku7115|po_7115|14230.5|2041-08-13|4271|INSERT
asn7116||sku7116|po_7116|14232.5|2041-08-14|4271.6|INSERT
asn7117||sku7117|po_7117|14234.5|2041-08-15|4272.2|INSERT
asn7118||sku7118|po_7118|14236.5|2041-08-16|4272.8|INSERT
asn7119||sku7119|po_7119|14238.5|2041-08-17|4273.4|INSERT
asn7120||sku7120|po_7120|14240.5|2041-08-18|4274|INSERT
asn7121||sku7121|po_7121|14242.5|2041-08-19|4274.6|INSERT
asn7122||sku7122|po_7122|14244.5|2041-08-20|4275.2|INSERT
asn7123||sku7123|po_7123|14246.5|2041-08-21|4275.8|INSERT
asn7124||sku7124|po_7124|14248.5|2041-08-22|4276.4|INSERT
asn7125||sku7125|po_7125|14250.5|2041-08-23|4277|INSERT
asn7126||sku7126|po_7126|14252.5|2041-08-24|4277.6|INSERT
asn7127||sku7127|po_7127|14254.5|2041-08-25|4278.2|INSERT
asn7128||sku7128|po_7128|14256.5|2041-08-26|4278.8|INSERT
asn7129||sku7129|po_7129|14258.5|2041-08-27|4279.4|INSERT
asn7130||sku7130|po_7130|14260.5|2041-08-28|4280|INSERT
asn7131||sku7131|po_7131|14262.5|2041-08-29|4280.6|INSERT
asn7132||sku7132|po_7132|14264.5|2041-08-30|4281.2|INSERT
asn7133||sku7133|po_7133|14266.5|2041-08-31|4281.8|INSERT
asn7134||sku7134|po_7134|14268.5|2041-09-01|4282.4|INSERT
asn7135||sku7135|po_7135|14270.5|2041-09-02|4283|INSERT
asn7136||sku7136|po_7136|14272.5|2041-09-03|4283.6|INSERT
asn7137||sku7137|po_7137|14274.5|2041-09-04|4284.2|INSERT
asn7138||sku7138|po_7138|14276.5|2041-09-05|4284.8|INSERT
asn7139||sku7139|po_7139|14278.5|2041-09-06|4285.4|INSERT
asn7140||sku7140|po_7140|14280.5|2041-09-07|4286|INSERT
asn7141||sku7141|po_7141|14282.5|2041-09-08|4286.6|INSERT
asn7142||sku7142|po_7142|14284.5|2041-09-09|4287.2|INSERT
asn7143||sku7143|po_7143|14286.5|2041-09-10|4287.8|INSERT
asn7144||sku7144|po_7144|14288.5|2041-09-11|4288.4|INSERT
asn7145||sku7145|po_7145|14290.5|2041-09-12|4289|INSERT
asn7146||sku7146|po_7146|14292.5|2041-09-13|4289.6|INSERT
asn7147||sku7147|po_7147|14294.5|2041-09-14|4290.2|INSERT
asn7148||sku7148|po_7148|14296.5|2041-09-15|4290.8|INSERT
asn7149||sku7149|po_7149|14298.5|2041-09-16|4291.4|INSERT
asn7150||sku7150|po_7150|14300.5|2041-09-17|4292|INSERT
asn7151||sku7151|po_7151|14302.5|2041-09-18|4292.6|INSERT
asn7152||sku7152|po_7152|14304.5|2041-09-19|4293.2|INSERT
asn7153||sku7153|po_7153|14306.5|2041-09-20|4293.8|INSERT
asn7154||sku7154|po_7154|14308.5|2041-09-21|4294.4|INSERT
asn7155||sku7155|po_7155|14310.5|2041-09-22|4295|INSERT
asn7156||sku7156|po_7156|14312.5|2041-09-23|4295.6|INSERT
asn7157||sku7157|po_7157|14314.5|2041-09-24|4296.2|INSERT
asn7158||sku7158|po_7158|14316.5|2041-09-25|4296.8|INSERT
asn7159||sku7159|po_7159|14318.5|2041-09-26|4297.4|INSERT
asn7160||sku7160|po_7160|14320.5|2041-09-27|4298|INSERT
asn7161||sku7161|po_7161|14322.5|2041-09-28|4298.6|INSERT
asn7162||sku7162|po_7162|14324.5|2041-09-29|4299.2|INSERT
asn7163||sku7163|po_7163|14326.5|2041-09-30|4299.8|INSERT
asn7164||sku7164|po_7164|14328.5|2041-10-01|4300.4|INSERT
asn7165||sku7165|po_7165|14330.5|2041-10-02|4301|INSERT
asn7166||sku7166|po_7166|14332.5|2041-10-03|4301.6|INSERT
asn7167||sku7167|po_7167|14334.5|2041-10-04|4302.2|INSERT
asn7168||sku7168|po_7168|14336.5|2041-10-05|4302.8|INSERT
asn7169||sku7169|po_7169|14338.5|2041-10-06|4303.4|INSERT
asn7170||sku7170|po_7170|14340.5|2041-10-07|4304|INSERT
asn7171||sku7171|po_7171|14342.5|2041-10-08|4304.6|INSERT
asn7172||sku7172|po_7172|14344.5|2041-10-09|4305.2|INSERT
asn7173||sku7173|po_7173|14346.5|2041-10-10|4305.8|INSERT
asn7174||sku7174|po_7174|14348.5|2041-10-11|4306.4|INSERT
asn7175||sku7175|po_7175|14350.5|2041-10-12|4307|INSERT
asn7176||sku7176|po_7176|14352.5|2041-10-13|4307.6|INSERT
asn7177||sku7177|po_7177|14354.5|2041-10-14|4308.2|INSERT
asn7178||sku7178|po_7178|14356.5|2041-10-15|4308.8|INSERT
asn7179||sku7179|po_7179|14358.5|2041-10-16|4309.4|INSERT
asn7180||sku7180|po_7180|14360.5|2041-10-17|4310|INSERT
asn7181||sku7181|po_7181|14362.5|2041-10-18|4310.6|INSERT
asn7182||sku7182|po_7182|14364.5|2041-10-19|4311.2|INSERT
asn7183||sku7183|po_7183|14366.5|2041-10-20|4311.8|INSERT
asn7184||sku7184|po_7184|14368.5|2041-10-21|4312.4|INSERT
asn7185||sku7185|po_7185|14370.5|2041-10-22|4313|INSERT
asn7186||sku7186|po_7186|14372.5|2041-10-23|4313.6|INSERT
asn7187||sku7187|po_7187|14374.5|2041-10-24|4314.2|INSERT
asn7188||sku7188|po_7188|14376.5|2041-10-25|4314.8|INSERT
asn7189||sku7189|po_7189|14378.5|2041-10-26|4315.4|INSERT
asn7190||sku7190|po_7190|14380.5|2041-10-27|4316|INSERT
asn7191||sku7191|po_7191|14382.5|2041-10-28|4316.6|INSERT
asn7192||sku7192|po_7192|14384.5|2041-10-29|4317.2|INSERT
asn7193||sku7193|po_7193|14386.5|2041-10-30|4317.8|INSERT
asn7194||sku7194|po_7194|14388.5|2041-10-31|4318.4|INSERT
asn7195||sku7195|po_7195|14390.5|2041-11-01|4319|INSERT
asn7196||sku7196|po_7196|14392.5|2041-11-02|4319.6|INSERT
asn7197||sku7197|po_7197|14394.5|2041-11-03|4320.2|INSERT
asn7198||sku7198|po_7198|14396.5|2041-11-04|4320.8|INSERT
asn7199||sku7199|po_7199|14398.5|2041-11-05|4321.4|INSERT
asn7200||sku7200|po_7200|14400.5|2041-11-06|4322|INSERT
asn7201||sku7201|po_7201|14402.5|2041-11-07|4322.6|INSERT
asn7202||sku7202|po_7202|14404.5|2041-11-08|4323.2|INSERT
asn7203||sku7203|po_7203|14406.5|2041-11-09|4323.8|INSERT
asn7204||sku7204|po_7204|14408.5|2041-11-10|4324.4|INSERT
asn7205||sku7205|po_7205|14410.5|2041-11-11|4325|INSERT
asn7206||sku7206|po_7206|14412.5|2041-11-12|4325.6|INSERT
asn7207||sku7207|po_7207|14414.5|2041-11-13|4326.2|INSERT
asn7208||sku7208|po_7208|14416.5|2041-11-14|4326.8|INSERT
asn7209||sku7209|po_7209|14418.5|2041-11-15|4327.4|INSERT
asn7210||sku7210|po_7210|14420.5|2041-11-16|4328|INSERT
asn7211||sku7211|po_7211|14422.5|2041-11-17|4328.6|INSERT
asn7212||sku7212|po_7212|14424.5|2041-11-18|4329.2|INSERT
asn7213||sku7213|po_7213|14426.5|2041-11-19|4329.8|INSERT
asn7214||sku7214|po_7214|14428.5|2041-11-20|4330.4|INSERT
asn7215||sku7215|po_7215|14430.5|2041-11-21|4331|INSERT
asn7216||sku7216|po_7216|14432.5|2041-11-22|4331.6|INSERT
asn7217||sku7217|po_7217|14434.5|2041-11-23|4332.2|INSERT
asn7218||sku7218|po_7218|14436.5|2041-11-24|4332.8|INSERT
asn7219||sku7219|po_7219|14438.5|2041-11-25|4333.4|INSERT
asn7220||sku7220|po_7220|14440.5|2041-11-26|4334|INSERT
asn7221||sku7221|po_7221|14442.5|2041-11-27|4334.6|INSERT
asn7222||sku7222|po_7222|14444.5|2041-11-28|4335.2|INSERT
asn7223||sku7223|po_7223|14446.5|2041-11-29|4335.8|INSERT
asn7224||sku7224|po_7224|14448.5|2041-11-30|4336.4|INSERT
asn7225||sku7225|po_7225|14450.5|2041-12-01|4337|INSERT
asn7226||sku7226|po_7226|14452.5|2041-12-02|4337.6|INSERT
asn7227||sku7227|po_7227|14454.5|2041-12-03|4338.2|INSERT
asn7228||sku7228|po_7228|14456.5|2041-12-04|4338.8|INSERT
asn7229||sku7229|po_7229|14458.5|2041-12-05|4339.4|INSERT
asn7230||sku7230|po_7230|14460.5|2041-12-06|4340|INSERT
asn7231||sku7231|po_7231|14462.5|2041-12-07|4340.6|INSERT
asn7232||sku7232|po_7232|14464.5|2041-12-08|4341.2|INSERT
asn7233||sku7233|po_7233|14466.5|2041-12-09|4341.8|INSERT
asn7234||sku7234|po_7234|14468.5|2041-12-10|4342.4|INSERT
asn7235||sku7235|po_7235|14470.5|2041-12-11|4343|INSERT
asn7236||sku7236|po_7236|14472.5|2041-12-12|4343.6|INSERT
asn7237||sku7237|po_7237|14474.5|2041-12-13|4344.2|INSERT
asn7238||sku7238|po_7238|14476.5|2041-12-14|4344.8|INSERT
asn7239||sku7239|po_7239|14478.5|2041-12-15|4345.4|INSERT
asn7240||sku7240|po_7240|14480.5|2041-12-16|4346|INSERT
asn7241||sku7241|po_7241|14482.5|2041-12-17|4346.6|INSERT
asn7242||sku7242|po_7242|14484.5|2041-12-18|4347.2|INSERT
asn7243||sku7243|po_7243|14486.5|2041-12-19|4347.8|INSERT
asn7244||sku7244|po_7244|14488.5|2041-12-20|4348.4|INSERT
asn7245||sku7245|po_7245|14490.5|2041-12-21|4349|INSERT
asn7246||sku7246|po_7246|14492.5|2041-12-22|4349.6|INSERT
asn7247||sku7247|po_7247|14494.5|2041-12-23|4350.2|INSERT
asn7248||sku7248|po_7248|14496.5|2041-12-24|4350.8|INSERT
asn7249||sku7249|po_7249|14498.5|2041-12-25|4351.4|INSERT
asn7250||sku7250|po_7250|14500.5|2041-12-26|4352|INSERT
asn7251||sku7251|po_7251|14502.5|2041-12-27|4352.6|INSERT
asn7252||sku7252|po_7252|14504.5|2041-12-28|4353.2|INSERT
asn7253||sku7253|po_7253|14506.5|2041-12-29|4353.8|INSERT
asn7254||sku7254|po_7254|14508.5|2041-12-30|4354.4|INSERT
asn7255||sku7255|po_7255|14510.5|2041-12-31|4355|INSERT
asn7256||sku7256|po_7256|14512.5|2042-01-01|4355.6|INSERT
asn7257||sku7257|po_7257|14514.5|2042-01-02|4356.2|INSERT
asn7258||sku7258|po_7258|14516.5|2042-01-03|4356.8|INSERT
asn7259||sku7259|po_7259|14518.5|2042-01-04|4357.4|INSERT
asn7260||sku7260|po_7260|14520.5|2042-01-05|4358|INSERT
asn7261||sku7261|po_7261|14522.5|2042-01-06|4358.6|INSERT
asn7262||sku7262|po_7262|14524.5|2042-01-07|4359.2|INSERT
asn7263||sku7263|po_7263|14526.5|2042-01-08|4359.8|INSERT
asn7264||sku7264|po_7264|14528.5|2042-01-09|4360.4|INSERT
asn7265||sku7265|po_7265|14530.5|2042-01-10|4361|INSERT
asn7266||sku7266|po_7266|14532.5|2042-01-11|4361.6|INSERT
asn7267||sku7267|po_7267|14534.5|2042-01-12|4362.2|INSERT
asn7268||sku7268|po_7268|14536.5|2042-01-13|4362.8|INSERT
asn7269||sku7269|po_7269|14538.5|2042-01-14|4363.4|INSERT
asn7270||sku7270|po_7270|14540.5|2042-01-15|4364|INSERT
asn7271||sku7271|po_7271|14542.5|2042-01-16|4364.6|INSERT
asn7272||sku7272|po_7272|14544.5|2042-01-17|4365.2|INSERT
asn7273||sku7273|po_7273|14546.5|2042-01-18|4365.8|INSERT
asn7274||sku7274|po_7274|14548.5|2042-01-19|4366.4|INSERT
asn7275||sku7275|po_7275|14550.5|2042-01-20|4367|INSERT
asn7276||sku7276|po_7276|14552.5|2042-01-21|4367.6|INSERT
asn7277||sku7277|po_7277|14554.5|2042-01-22|4368.2|INSERT
asn7278||sku7278|po_7278|14556.5|2042-01-23|4368.8|INSERT
asn7279||sku7279|po_7279|14558.5|2042-01-24|4369.4|INSERT
asn7280||sku7280|po_7280|14560.5|2042-01-25|4370|INSERT
asn7281||sku7281|po_7281|14562.5|2042-01-26|4370.6|INSERT
asn7282||sku7282|po_7282|14564.5|2042-01-27|4371.2|INSERT
asn7283||sku7283|po_7283|14566.5|2042-01-28|4371.8|INSERT
asn7284||sku7284|po_7284|14568.5|2042-01-29|4372.4|INSERT
asn7285||sku7285|po_7285|14570.5|2042-01-30|4373|INSERT
asn7286||sku7286|po_7286|14572.5|2042-01-31|4373.6|INSERT
asn7287||sku7287|po_7287|14574.5|2042-02-01|4374.2|INSERT
asn7288||sku7288|po_7288|14576.5|2042-02-02|4374.8|INSERT
asn7289||sku7289|po_7289|14578.5|2042-02-03|4375.4|INSERT
asn7290||sku7290|po_7290|14580.5|2042-02-04|4376|INSERT
asn7291||sku7291|po_7291|14582.5|2042-02-05|4376.6|INSERT
asn7292||sku7292|po_7292|14584.5|2042-02-06|4377.2|INSERT
asn7293||sku7293|po_7293|14586.5|2042-02-07|4377.8|INSERT
asn7294||sku7294|po_7294|14588.5|2042-02-08|4378.4|INSERT
asn7295||sku7295|po_7295|14590.5|2042-02-09|4379|INSERT
asn7296||sku7296|po_7296|14592.5|2042-02-10|4379.6|INSERT
asn7297||sku7297|po_7297|14594.5|2042-02-11|4380.2|INSERT
asn7298||sku7298|po_7298|14596.5|2042-02-12|4380.8|INSERT
asn7299||sku7299|po_7299|14598.5|2042-02-13|4381.4|INSERT
asn7300||sku7300|po_7300|14600.5|2042-02-14|4382|INSERT
asn7301||sku7301|po_7301|14602.5|2042-02-15|4382.6|INSERT
asn7302||sku7302|po_7302|14604.5|2042-02-16|4383.2|INSERT
asn7303||sku7303|po_7303|14606.5|2042-02-17|4383.8|INSERT
asn7304||sku7304|po_7304|14608.5|2042-02-18|4384.4|INSERT
asn7305||sku7305|po_7305|14610.5|2042-02-19|4385|INSERT
asn7306||sku7306|po_7306|14612.5|2042-02-20|4385.6|INSERT
asn7307||sku7307|po_7307|14614.5|2042-02-21|4386.2|INSERT
asn7308||sku7308|po_7308|14616.5|2042-02-22|4386.8|INSERT
asn7309||sku7309|po_7309|14618.5|2042-02-23|4387.4|INSERT
asn7310||sku7310|po_7310|14620.5|2042-02-24|4388|INSERT
asn7311||sku7311|po_7311|14622.5|2042-02-25|4388.6|INSERT
asn7312||sku7312|po_7312|14624.5|2042-02-26|4389.2|INSERT
asn7313||sku7313|po_7313|14626.5|2042-02-27|4389.8|INSERT
asn7314||sku7314|po_7314|14628.5|2042-02-28|4390.4|INSERT
asn7315||sku7315|po_7315|14630.5|2042-03-01|4391|INSERT
asn7316||sku7316|po_7316|14632.5|2042-03-02|4391.6|INSERT
asn7317||sku7317|po_7317|14634.5|2042-03-03|4392.2|INSERT
asn7318||sku7318|po_7318|14636.5|2042-03-04|4392.8|INSERT
asn7319||sku7319|po_7319|14638.5|2042-03-05|4393.4|INSERT
asn7320||sku7320|po_7320|14640.5|2042-03-06|4394|INSERT
asn7321||sku7321|po_7321|14642.5|2042-03-07|4394.6|INSERT
asn7322||sku7322|po_7322|14644.5|2042-03-08|4395.2|INSERT
asn7323||sku7323|po_7323|14646.5|2042-03-09|4395.8|INSERT
asn7324||sku7324|po_7324|14648.5|2042-03-10|4396.4|INSERT
asn7325||sku7325|po_7325|14650.5|2042-03-11|4397|INSERT
asn7326||sku7326|po_7326|14652.5|2042-03-12|4397.6|INSERT
asn7327||sku7327|po_7327|14654.5|2042-03-13|4398.2|INSERT
asn7328||sku7328|po_7328|14656.5|2042-03-14|4398.8|INSERT
asn7329||sku7329|po_7329|14658.5|2042-03-15|4399.4|INSERT
asn7330||sku7330|po_7330|14660.5|2042-03-16|4400|INSERT
asn7331||sku7331|po_7331|14662.5|2042-03-17|4400.6|INSERT
asn7332||sku7332|po_7332|14664.5|2042-03-18|4401.2|INSERT
asn7333||sku7333|po_7333|14666.5|2042-03-19|4401.8|INSERT
asn7334||sku7334|po_7334|14668.5|2042-03-20|4402.4|INSERT
asn7335||sku7335|po_7335|14670.5|2042-03-21|4403|INSERT
asn7336||sku7336|po_7336|14672.5|2042-03-22|4403.6|INSERT
asn7337||sku7337|po_7337|14674.5|2042-03-23|4404.2|INSERT
asn7338||sku7338|po_7338|14676.5|2042-03-24|4404.8|INSERT
asn7339||sku7339|po_7339|14678.5|2042-03-25|4405.4|INSERT
asn7340||sku7340|po_7340|14680.5|2042-03-26|4406|INSERT
asn7341||sku7341|po_7341|14682.5|2042-03-27|4406.6|INSERT
asn7342||sku7342|po_7342|14684.5|2042-03-28|4407.2|INSERT
asn7343||sku7343|po_7343|14686.5|2042-03-29|4407.8|INSERT
asn7344||sku7344|po_7344|14688.5|2042-03-30|4408.4|INSERT
asn7345||sku7345|po_7345|14690.5|2042-03-31|4409|INSERT
asn7346||sku7346|po_7346|14692.5|2042-04-01|4409.6|INSERT
asn7347||sku7347|po_7347|14694.5|2042-04-02|4410.2|INSERT
asn7348||sku7348|po_7348|14696.5|2042-04-03|4410.8|INSERT
asn7349||sku7349|po_7349|14698.5|2042-04-04|4411.4|INSERT
asn7350||sku7350|po_7350|14700.5|2042-04-05|4412|INSERT
asn7351||sku7351|po_7351|14702.5|2042-04-06|4412.6|INSERT
asn7352||sku7352|po_7352|14704.5|2042-04-07|4413.2|INSERT
asn7353||sku7353|po_7353|14706.5|2042-04-08|4413.8|INSERT
asn7354||sku7354|po_7354|14708.5|2042-04-09|4414.4|INSERT
asn7355||sku7355|po_7355|14710.5|2042-04-10|4415|INSERT
asn7356||sku7356|po_7356|14712.5|2042-04-11|4415.6|INSERT
asn7357||sku7357|po_7357|14714.5|2042-04-12|4416.2|INSERT
asn7358||sku7358|po_7358|14716.5|2042-04-13|4416.8|INSERT
asn7359||sku7359|po_7359|14718.5|2042-04-14|4417.4|INSERT
asn7360||sku7360|po_7360|14720.5|2042-04-15|4418|INSERT
asn7361||sku7361|po_7361|14722.5|2042-04-16|4418.6|INSERT
asn7362||sku7362|po_7362|14724.5|2042-04-17|4419.2|INSERT
asn7363||sku7363|po_7363|14726.5|2042-04-18|4419.8|INSERT
asn7364||sku7364|po_7364|14728.5|2042-04-19|4420.4|INSERT
asn7365||sku7365|po_7365|14730.5|2042-04-20|4421|INSERT
asn7366||sku7366|po_7366|14732.5|2042-04-21|4421.6|INSERT
asn7367||sku7367|po_7367|14734.5|2042-04-22|4422.2|INSERT
asn7368||sku7368|po_7368|14736.5|2042-04-23|4422.8|INSERT
asn7369||sku7369|po_7369|14738.5|2042-04-24|4423.4|INSERT
asn7370||sku7370|po_7370|14740.5|2042-04-25|4424|INSERT
asn7371||sku7371|po_7371|14742.5|2042-04-26|4424.6|INSERT
asn7372||sku7372|po_7372|14744.5|2042-04-27|4425.2|INSERT
asn7373||sku7373|po_7373|14746.5|2042-04-28|4425.8|INSERT
asn7374||sku7374|po_7374|14748.5|2042-04-29|4426.4|INSERT
asn7375||sku7375|po_7375|14750.5|2042-04-30|4427|INSERT
asn7376||sku7376|po_7376|14752.5|2042-05-01|4427.6|INSERT
asn7377||sku7377|po_7377|14754.5|2042-05-02|4428.2|INSERT
asn7378||sku7378|po_7378|14756.5|2042-05-03|4428.8|INSERT
asn7379||sku7379|po_7379|14758.5|2042-05-04|4429.4|INSERT
asn7380||sku7380|po_7380|14760.5|2042-05-05|4430|INSERT
asn7381||sku7381|po_7381|14762.5|2042-05-06|4430.6|INSERT
asn7382||sku7382|po_7382|14764.5|2042-05-07|4431.2|INSERT
asn7383||sku7383|po_7383|14766.5|2042-05-08|4431.8|INSERT
asn7384||sku7384|po_7384|14768.5|2042-05-09|4432.4|INSERT
asn7385||sku7385|po_7385|14770.5|2042-05-10|4433|INSERT
asn7386||sku7386|po_7386|14772.5|2042-05-11|4433.6|INSERT
asn7387||sku7387|po_7387|14774.5|2042-05-12|4434.2|INSERT
asn7388||sku7388|po_7388|14776.5|2042-05-13|4434.8|INSERT
asn7389||sku7389|po_7389|14778.5|2042-05-14|4435.4|INSERT
asn7390||sku7390|po_7390|14780.5|2042-05-15|4436|INSERT
asn7391||sku7391|po_7391|14782.5|2042-05-16|4436.6|INSERT
asn7392||sku7392|po_7392|14784.5|2042-05-17|4437.2|INSERT
asn7393||sku7393|po_7393|14786.5|2042-05-18|4437.8|INSERT
asn7394||sku7394|po_7394|14788.5|2042-05-19|4438.4|INSERT
asn7395||sku7395|po_7395|14790.5|2042-05-20|4439|INSERT
asn7396||sku7396|po_7396|14792.5|2042-05-21|4439.6|INSERT
asn7397||sku7397|po_7397|14794.5|2042-05-22|4440.2|INSERT
asn7398||sku7398|po_7398|14796.5|2042-05-23|4440.8|INSERT
asn7399||sku7399|po_7399|14798.5|2042-05-24|4441.4|INSERT
asn7400||sku7400|po_7400|14800.5|2042-05-25|4442|INSERT
asn7401||sku7401|po_7401|14802.5|2042-05-26|4442.6|INSERT
asn7402||sku7402|po_7402|14804.5|2042-05-27|4443.2|INSERT
asn7403||sku7403|po_7403|14806.5|2042-05-28|4443.8|INSERT
asn7404||sku7404|po_7404|14808.5|2042-05-29|4444.4|INSERT
asn7405||sku7405|po_7405|14810.5|2042-05-30|4445|INSERT
asn7406||sku7406|po_7406|14812.5|2042-05-31|4445.6|INSERT
asn7407||sku7407|po_7407|14814.5|2042-06-01|4446.2|INSERT
